2024-05-09 23:34:33.046096, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:34.048682, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:35.050603, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:36.051960, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:37.053218, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:38.054780, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:39.056535, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:40.058067, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:41.059801, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:42.060956, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:43.062605, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:44.064343, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:45.065596, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:46.067063, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:47.069423, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:48.070941, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:49.072178, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:50.073078, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:51.073996, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:52.075221, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:53.076491, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:54.077855, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:55.079126, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:56.080532, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:57.081703, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:58.082999, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:34:59.084161, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:00.085388, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:01.087023, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:02.088654, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:03.090123, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:04.091668, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:05.092946, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:06.094335, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:07.095633, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:08.096871, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:09.097644, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:10.099364, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:11.100949, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:12.102093, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:13.103315, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:14.104656, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:15.105754, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:16.107459, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:17.109131, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:18.110804, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:19.111894, 0.0, 0.0, 0.0, 0, 0
2024-05-09 23:35:20.113295, 0.0, 0.0, 0.0, 0, 0
